,a,b,c,d
3439,62,44,23,129.0
3440,68,67,3,138.0
3441,43,40,39,122.0
3442,89,79,75,243.0
3443,33,63,43,139.0
3444,94,45,86,225.0
3445,66,56,92,214.0
3446,66,73,63,202.0
3447,88,77,11,176.0
3448,44,42,47,133.0
3449,14,27,92,133.0
3450,35,36,82,153.0
3451,17,64,28,109.0
3452,44,40,70,154.0
3453,69,42,64,175.0
3454,9,86,40,135.0
3455,88,24,3,115.0
3456,75,49,57,181.0
3457,76,33,5,114.0
3458,92,21,84,197.0
3459,16,67,69,152.0
3460,83,24,35,142.0
3461,12,75,89,176.0
3462,22,53,42,117.0
3463,0,5,25,30.0
3464,32,54,70,156.0
3465,52,28,62,142.0
3466,36,41,2,79.0
3467,14,80,23,117.0
3468,93,51,82,226.0
3469,60,29,62,151.0
3470,70,14,41,125.0
3471,97,90,58,245.0
3472,74,21,15,110.0
3473,32,90,60,182.0
3474,57,46,91,194.0
3475,18,45,82,145.0
3476,90,22,77,189.0
3477,40,89,73,202.0
3478,81,80,70,231.0
3479,50,29,94,173.0
3480,27,25,38,90.0
3481,24,64,66,154.0
3482,97,0,43,140.0
3483,80,9,38,127.0
3484,64,84,3,151.0
3485,16,43,12,71.0
3486,47,32,99,178.0
3487,53,75,97,225.0
3488,27,95,47,169.0
3489,38,87,2,127.0
3490,36,93,94,223.0
3491,37,80,38,155.0
3492,14,78,42,134.0
3493,57,5,43,105.0
3494,12,8,59,79.0
3495,90,15,35,140.0
3496,46,35,70,151.0
3497,71,94,31,196.0
3498,24,12,35,71.0
3499,95,34,91,220.0
3500,81,58,59,198.0
3501,85,77,1,163.0
3502,30,83,16,129.0
3503,12,87,29,128.0
3504,34,15,17,66.0
3505,79,66,5,150.0
3506,89,72,67,228.0
3507,41,8,44,93.0
3508,98,12,31,141.0
3509,67,49,89,205.0
3510,18,93,15,126.0
3511,15,51,25,91.0
3512,36,86,48,170.0
3513,80,53,91,224.0
3514,22,52,26,100.0
3515,61,5,58,124.0
3516,16,92,25,133.0
3517,25,18,58,101.0
3518,15,44,86,145.0
3519,67,75,8,150.0
3520,68,92,4,164.0
3521,35,70,17,122.0
3522,2,53,25,80.0
3523,98,99,77,274.0
3524,54,13,85,152.0
3525,80,39,78,197.0
3526,18,10,87,115.0
3527,91,91,94,276.0
3528,51,59,4,114.0
3529,73,83,13,169.0
3530,70,70,80,220.0
3531,68,18,41,127.0
3532,88,65,76,229.0
3533,11,86,94,191.0
3534,95,48,75,218.0
3535,21,21,20,62.0
3536,68,26,49,143.0
3537,2,76,35,113.0
3538,73,38,40,151.0
3539,94,24,13,131.0
3540,36,93,93,222.0
3541,58,29,80,167.0
3542,94,1,31,126.0
3543,12,56,42,110.0
3544,1,3,86,90.0
3545,46,48,1,95.0
3546,45,87,65,197.0
3547,3,2,64,69.0
3548,65,52,69,186.0
3549,40,36,28,104.0
3550,27,5,12,44.0
3551,6,80,75,161.0
3552,97,53,49,199.0
3553,49,41,50,140.0
3554,41,2,94,137.0
3555,50,76,13,139.0
3556,61,2,63,126.0
3557,4,15,27,46.0
3558,53,33,44,130.0
3559,72,17,58,147.0
3560,12,86,60,158.0
3561,54,93,44,191.0
3562,1,33,64,98.0
3563,3,50,44,97.0
3564,20,68,75,163.0
3565,45,27,12,84.0
3566,1,7,12,20.0
3567,89,30,49,168.0
3568,53,36,88,177.0
3569,3,3,20,26.0
3570,25,30,85,140.0
3571,1,50,37,88.0
3572,30,7,63,100.0
3573,39,69,38,146.0
3574,79,90,29,198.0
3575,46,93,85,224.0
3576,24,49,62,135.0
3577,6,27,9,42.0
3578,8,92,14,114.0
3579,30,43,28,101.0
3580,27,43,48,118.0
3581,95,11,43,149.0
3582,18,4,82,104.0
3583,3,29,86,118.0
3584,97,5,17,119.0
3585,71,1,97,169.0
3586,6,83,69,158.0
3587,98,85,86,269.0
3588,6,65,24,95.0
3589,54,44,69,167.0
3590,76,1,61,138.0
3591,5,54,50,109.0
3592,71,4,69,144.0
3593,48,96,26,170.0
3594,73,39,17,129.0
3595,91,94,95,280.0
3596,76,61,95,232.0
3597,83,78,5,166.0
3598,67,68,9,144.0
3599,8,23,17,48.0
3600,5,60,22,87.0
3601,90,89,77,256.0
3602,29,38,63,130.0
3603,17,95,66,178.0
3604,49,2,93,144.0
3605,83,1,4,88.0
3606,2,44,11,57.0
3607,75,41,79,195.0
3608,37,87,80,204.0
3609,50,4,17,71.0
3610,10,52,18,80.0
3611,55,97,85,237.0
3612,66,91,79,236.0
3613,99,79,59,237.0
3614,78,19,67,164.0
3615,50,96,39,185.0
3616,32,71,98,201.0
3617,98,11,70,179.0
3618,93,32,88,213.0
3619,41,58,7,106.0
3620,76,80,30,186.0
3621,93,97,29,219.0
3622,65,2,6,73.0
3623,15,25,64,104.0
3624,89,73,65,227.0
3625,70,37,48,155.0
3626,0,5,33,38.0
3627,37,73,28,138.0
3628,84,7,60,151.0
3629,45,4,91,140.0
3630,94,48,32,174.0
3631,25,73,54,152.0
3632,75,27,23,125.0
3633,37,43,18,98.0
3634,77,10,19,106.0
3635,13,51,94,158.0
3636,30,61,96,187.0
3637,70,77,17,164.0
3638,62,59,93,214.0
3639,61,49,68,178.0
3640,75,81,75,231.0
3641,15,70,49,134.0
3642,80,39,61,180.0
3643,32,7,28,67.0
3644,62,82,18,162.0
3645,68,86,98,252.0
3646,41,83,82,206.0
3647,5,15,64,84.0
3648,94,76,81,251.0
3649,96,90,21,207.0
3650,20,53,71,144.0
3651,91,81,35,207.0
3652,35,69,14,118.0
3653,73,74,27,174.0
3654,62,22,54,138.0
3655,90,10,4,104.0
3656,65,47,63,175.0
3657,82,77,26,185.0
3658,95,50,87,232.0
3659,73,31,72,176.0
3660,59,79,17,155.0
3661,6,79,25,110.0
3662,10,23,91,124.0
3663,37,97,20,154.0
3664,21,40,9,70.0
3665,84,11,96,191.0
3666,17,16,95,128.0
3667,77,82,97,256.0
3668,76,36,67,179.0
3669,75,48,70,193.0
3670,46,56,63,165.0
3671,88,13,20,121.0
3672,53,80,32,165.0
3673,58,80,7,145.0
3674,59,53,60,172.0
3675,45,4,37,86.0
3676,83,7,76,166.0
3677,44,76,19,139.0
3678,99,91,22,212.0
3679,33,78,62,173.0
3680,88,5,58,151.0
3681,83,55,54,192.0
3682,5,15,31,51.0
3683,28,40,43,111.0
3684,37,46,61,144.0
3685,59,95,19,173.0
3686,71,2,77,150.0
3687,21,0,44,65.0
3688,70,5,45,120.0
3689,41,88,50,179.0
3690,91,47,67,205.0
3691,28,29,28,85.0
3692,71,56,5,132.0
3693,17,50,58,125.0
3694,82,82,28,192.0
3695,36,44,32,112.0
3696,38,79,20,137.0
3697,79,55,44,178.0
3698,10,11,32,53.0
3699,95,53,21,169.0
3700,46,89,8,143.0
3701,1,85,3,89.0
3702,81,9,21,111.0
3703,30,64,46,140.0
3704,24,34,69,127.0
3705,64,41,41,146.0
3706,44,99,41,184.0
3707,49,53,25,127.0
3708,56,14,35,105.0
3709,84,46,80,210.0
3710,0,78,74,152.0
3711,95,70,60,225.0
3712,88,20,49,157.0
3713,49,24,89,162.0
3714,19,41,26,86.0
3715,76,78,10,164.0
3716,92,16,25,133.0
3717,42,15,63,120.0
3718,86,32,98,216.0
3719,83,12,73,168.0
3720,86,30,29,145.0
3721,73,64,13,150.0
3722,35,35,53,123.0
3723,36,39,90,165.0
3724,20,48,28,96.0
3725,77,46,96,219.0
3726,9,39,43,91.0
3727,69,90,39,198.0
3728,61,32,66,159.0
3729,45,53,25,123.0
3730,77,51,32,160.0
3731,43,26,75,144.0
3732,59,61,54,174.0
3733,12,47,57,116.0
3734,60,44,84,188.0
3735,66,29,50,145.0
3736,69,69,5,143.0
3737,43,73,72,188.0
3738,81,17,75,173.0
3739,26,68,30,124.0
3740,54,51,17,122.0
3741,23,90,25,138.0
3742,88,54,95,237.0
3743,24,60,81,165.0
3744,87,65,93,245.0
3745,93,72,76,241.0
3746,4,36,15,55.0
3747,21,13,54,88.0
3748,42,22,80,144.0
3749,95,49,81,225.0
3750,50,56,16,122.0
3751,27,78,70,175.0
3752,93,84,69,246.0
3753,92,51,58,201.0
3754,38,46,71,155.0
3755,13,30,38,81.0
3756,66,53,24,143.0
3757,74,85,62,221.0
3758,42,87,25,154.0
3759,96,57,4,157.0
3760,30,15,84,129.0
3761,38,37,41,116.0
3762,57,28,92,177.0
3763,3,86,7,96.0
3764,26,84,35,145.0
3765,15,36,99,150.0
3766,78,75,43,196.0
3767,88,92,12,192.0
3768,69,88,84,241.0
3769,43,8,5,56.0
3770,67,56,59,182.0
3771,3,17,21,41.0
3772,45,80,69,194.0
3773,92,29,57,178.0
3774,71,71,48,190.0
3775,88,80,36,204.0
3776,6,51,89,146.0
3777,79,27,91,197.0
3778,2,28,24,54.0
3779,86,66,75,227.0
3780,39,33,79,151.0
3781,15,31,38,84.0
3782,20,57,35,112.0
3783,54,8,88,150.0
3784,36,27,72,135.0
3785,61,61,47,169.0
3786,31,88,40,159.0
3787,80,90,10,180.0
3788,8,83,5,96.0
3789,57,38,51,146.0
3790,43,41,2,86.0
3791,76,3,53,132.0
3792,98,34,5,137.0
3793,56,1,63,120.0
3794,68,90,37,195.0
3795,1,63,7,71.0
3796,67,45,48,160.0
3797,59,68,62,189.0
3798,40,42,9,91.0
3799,74,58,39,171.0
3800,36,81,48,165.0
3801,37,36,62,135.0
3802,97,32,74,203.0
3803,5,17,22,44.0
3804,22,99,76,197.0
3805,29,21,57,107.0
3806,2,37,34,73.0
3807,83,28,46,157.0
3808,82,65,3,150.0
3809,55,4,26,85.0
3810,39,1,32,72.0
3811,43,62,27,132.0
3812,4,49,2,55.0
3813,52,87,36,175.0
3814,41,97,45,183.0
3815,5,16,5,26.0
3816,62,78,35,175.0
3817,57,82,92,231.0
3818,97,75,73,245.0
3819,12,53,47,112.0
3820,84,35,58,177.0
3821,83,40,99,222.0
3822,96,94,82,272.0
3823,13,37,10,60.0
3824,13,20,87,120.0
3825,56,24,75,155.0
3826,18,94,69,181.0
3827,7,53,21,81.0
3828,92,3,63,158.0
3829,65,94,17,176.0
3830,33,59,2,94.0
3831,3,97,25,125.0
3832,96,31,5,132.0
3833,81,0,5,86.0
3834,39,1,50,90.0
3835,94,48,15,157.0
3836,39,67,5,111.0
3837,22,53,31,106.0
3838,39,70,31,140.0
3839,78,92,83,253.0
3840,43,52,89,184.0
3841,50,92,56,198.0
3842,62,87,72,221.0
3843,34,58,71,163.0
3844,39,43,59,141.0
3845,47,82,96,225.0
3846,29,80,27,136.0
3847,84,58,62,204.0
3848,71,83,51,205.0
3849,8,86,7,101.0
3850,14,46,90,150.0
3851,9,24,15,48.0
3852,5,81,70,156.0
3853,4,41,50,95.0
3854,10,37,50,97.0
3855,5,36,49,90.0
3856,33,49,44,126.0
3857,79,26,75,180.0
3858,24,31,24,79.0
3859,56,71,67,194.0
3860,97,7,71,175.0
3861,43,2,19,64.0
3862,18,53,16,87.0
3863,43,54,5,102.0
3864,9,16,95,120.0
3865,82,10,31,123.0
3866,6,64,39,109.0
3867,89,37,33,159.0
3868,52,34,36,122.0
3869,35,67,61,163.0
3870,44,55,61,160.0
3871,74,28,75,177.0
3872,78,64,65,207.0
3873,23,46,65,134.0
3874,54,99,34,187.0
3875,59,72,91,222.0
3876,64,31,71,166.0
3877,17,85,91,193.0
3878,98,37,70,205.0
3879,14,22,43,79.0
3880,18,55,16,89.0
3881,14,64,61,139.0
3882,22,49,58,129.0
3883,5,81,78,164.0
3884,98,98,55,251.0
3885,54,55,14,123.0
3886,75,74,79,228.0
3887,22,74,3,99.0
3888,7,8,20,35.0
3889,56,85,16,157.0
3890,94,87,16,197.0
3891,5,71,23,99.0
3892,51,92,36,179.0
3893,51,13,3,67.0
3894,80,77,55,212.0
3895,99,73,14,186.0
3896,82,25,19,126.0
3897,24,22,97,143.0
3898,30,40,45,115.0
3899,60,82,11,153.0
3900,32,14,23,69.0
3901,62,63,45,170.0
3902,60,46,13,119.0
3903,89,19,76,184.0
3904,95,26,50,171.0
3905,32,65,69,166.0
3906,29,33,81,143.0
3907,28,73,78,179.0
3908,27,53,47,127.0
3909,36,89,26,151.0
3910,91,72,73,236.0
3911,37,77,67,181.0
3912,45,29,63,137.0
3913,87,12,33,132.0
3914,83,69,44,196.0
3915,67,34,41,142.0
3916,43,90,81,214.0
3917,73,27,81,181.0
3918,59,4,98,161.0
3919,61,99,75,235.0
3920,19,30,84,133.0
3921,47,90,95,232.0
3922,22,6,92,120.0
3923,99,90,14,203.0
3924,96,47,96,239.0
3925,88,43,60,191.0
3926,51,40,41,132.0
3927,3,74,60,137.0
3928,77,70,69,216.0
3929,4,28,30,62.0
3930,31,46,35,112.0
3931,18,14,97,129.0
3932,10,2,24,36.0
3933,19,63,17,99.0
3934,72,41,39,152.0
3935,43,14,46,103.0
3936,10,13,85,108.0
3937,67,21,67,155.0
3938,1,63,79,143.0
3939,90,86,36,212.0
3940,56,84,5,145.0
3941,77,37,46,160.0
3942,4,2,67,73.0
3943,73,66,89,228.0
3944,26,53,85,164.0
3945,74,51,2,127.0
3946,80,87,25,192.0
3947,9,11,62,82.0
3948,65,66,36,167.0
3949,31,57,18,106.0
3950,77,35,35,147.0
3951,20,73,25,118.0
3952,16,34,70,120.0
3953,56,30,49,135.0
3954,50,53,62,165.0
3955,78,98,37,213.0
3956,23,51,41,115.0
3957,76,22,49,147.0
3958,22,62,3,87.0
3959,94,19,15,128.0
3960,0,58,59,117.0
3961,16,29,94,139.0
3962,50,69,65,184.0
3963,65,26,17,108.0
3964,42,67,32,141.0
3965,57,86,81,224.0
3966,1,70,7,78.0
3967,79,36,15,130.0
3968,91,32,49,172.0
3969,53,20,70,143.0
3970,0,34,20,54.0
3971,44,17,52,113.0
3972,32,74,82,188.0
3973,26,32,70,128.0
3974,0,18,81,99.0
3975,23,20,9,52.0
3976,67,53,10,130.0
3977,33,9,97,139.0
3978,0,5,63,68.0
3979,71,4,3,78.0
3980,1,73,56,130.0
3981,46,9,22,77.0
3982,65,33,31,129.0
3983,53,0,76,129.0
3984,31,28,12,71.0
3985,68,34,76,178.0
3986,25,19,73,117.0
3987,47,1,55,103.0
3988,85,77,64,226.0
3989,75,39,96,210.0
3990,38,43,77,158.0
3991,22,79,61,162.0
3992,71,31,88,190.0
3993,47,26,2,75.0
3994,19,26,14,59.0
3995,82,72,63,217.0
3996,73,70,96,239.0
3997,13,44,24,81.0
3998,76,28,66,170.0
3999,61,55,26,142.0
4000,97,10,93,200.0
4001,40,64,2,106.0
4002,19,48,68,135.0
4003,53,68,95,216.0
4004,56,25,68,149.0
4005,85,14,99,198.0
4006,8,70,9,87.0
4007,18,11,85,114.0
4008,87,28,65,180.0
4009,97,21,18,136.0
4010,18,92,55,165.0
4011,43,32,92,167.0
4012,85,34,32,151.0
4013,42,22,41,105.0
4014,42,97,39,178.0
4015,51,56,64,171.0
4016,61,76,93,230.0
4017,6,55,74,135.0
4018,0,76,38,114.0
4019,81,30,76,187.0
4020,24,15,19,58.0
4021,6,84,60,150.0
4022,95,7,7,109.0
4023,47,73,90,210.0
4024,46,4,91,141.0
4025,76,22,25,123.0
4026,1,83,62,146.0
4027,80,60,70,210.0
4028,40,21,20,81.0
4029,39,53,43,135.0
4030,55,62,13,130.0
4031,41,31,74,146.0
4032,57,93,73,223.0
4033,96,98,93,287.0
4034,64,79,99,242.0
4035,93,54,37,184.0
4036,93,8,31,132.0
4037,91,15,5,111.0
4038,61,33,2,96.0
4039,63,32,63,158.0
4040,22,55,57,134.0
4041,34,37,49,120.0
4042,31,83,28,142.0
4043,96,36,55,187.0
4044,48,17,93,158.0
4045,39,23,47,109.0
4046,49,56,1,106.0
4047,64,65,40,169.0
4048,76,25,61,162.0
4049,85,1,37,123.0
4050,13,16,26,55.0
4051,1,76,39,116.0
4052,44,56,96,196.0
4053,19,45,65,129.0
4054,48,93,82,223.0
4055,46,21,52,119.0
4056,24,59,43,126.0
4057,42,73,54,169.0
4058,57,96,96,249.0
4059,73,6,14,93.0
4060,44,78,56,178.0
4061,88,86,77,251.0
4062,44,28,39,111.0
4063,61,12,92,165.0
4064,90,55,57,202.0
4065,42,19,98,159.0
4066,96,65,82,243.0
4067,75,56,8,139.0
4068,53,15,20,88.0
4069,16,88,85,189.0
4070,27,81,9,117.0
4071,31,61,17,109.0
4072,22,12,47,81.0
4073,77,58,86,221.0
4074,29,0,26,55.0
4075,87,13,52,152.0
4076,35,85,37,157.0
4077,16,73,44,133.0
4078,4,61,87,152.0
4079,32,95,27,154.0
4080,15,84,50,149.0
4081,51,32,78,161.0
4082,39,92,84,215.0
4083,52,16,60,128.0
4084,6,43,82,131.0
4085,37,62,76,175.0
4086,82,43,66,191.0
4087,27,12,28,67.0
4088,4,26,20,50.0
4089,38,69,83,190.0
4090,48,87,60,195.0
4091,45,45,77,167.0
4092,33,64,86,183.0
4093,50,54,78,182.0
4094,65,43,56,164.0
4095,91,93,63,247.0
4096,93,23,66,182.0
4097,8,46,23,77.0
4098,85,26,34,145.0
4099,33,15,98,146.0
4100,20,37,98,155.0
4101,3,69,73,145.0
4102,29,72,59,160.0
4103,57,26,38,121.0
4104,70,11,9,90.0
4105,95,85,52,232.0
4106,51,8,3,62.0
4107,46,30,9,85.0
4108,87,12,39,138.0
4109,45,76,53,174.0
4110,34,54,39,127.0
4111,2,12,61,75.0
4112,2,29,49,80.0
4113,28,87,97,212.0
4114,9,36,35,80.0
4115,43,38,47,128.0
4116,29,36,70,135.0
4117,62,62,4,128.0
4118,79,37,56,172.0
4119,41,56,63,160.0
4120,22,4,41,67.0
4121,38,30,81,149.0
4122,52,97,64,213.0
4123,11,28,42,81.0
4124,65,19,43,127.0
4125,31,61,13,105.0
4126,79,21,93,193.0
4127,61,81,98,240.0
4128,60,93,86,239.0
4129,55,62,61,178.0
4130,40,80,8,128.0
4131,57,70,34,161.0
4132,78,43,60,181.0
4133,87,0,54,141.0
4134,79,10,51,140.0
4135,43,91,79,213.0
4136,54,38,45,137.0
4137,42,18,60,120.0
4138,22,6,47,75.0
4139,58,62,76,196.0
4140,96,87,22,205.0
4141,8,35,88,131.0
4142,54,21,83,158.0
4143,75,69,97,241.0
4144,46,50,41,137.0
4145,37,89,97,223.0
4146,18,16,17,51.0
4147,23,55,44,122.0
4148,49,1,42,92.0
4149,26,97,28,151.0
4150,45,95,8,148.0
4151,60,33,83,176.0
4152,98,97,91,286.0
4153,24,24,21,69.0
4154,21,48,56,125.0
4155,74,70,69,213.0
4156,67,89,31,187.0
4157,74,70,53,197.0
4158,9,33,17,59.0
4159,36,82,47,165.0
4160,82,11,6,99.0
4161,67,87,8,162.0
4162,41,54,40,135.0
4163,90,24,68,182.0
4164,32,59,33,124.0
4165,5,24,35,64.0
4166,42,41,21,104.0
4167,33,47,39,119.0
4168,61,58,72,191.0
4169,93,80,28,201.0
4170,46,8,34,88.0
4171,67,47,99,213.0
4172,7,46,19,72.0
4173,29,39,41,109.0
4174,44,31,22,97.0
4175,44,89,45,178.0
4176,55,1,36,92.0
4177,39,38,23,100.0
4178,61,72,97,230.0
4179,97,30,45,172.0
4180,56,80,75,211.0
4181,45,2,48,95.0
4182,25,31,58,114.0
4183,31,38,47,116.0
4184,69,15,29,113.0
4185,62,11,7,80.0
4186,27,44,8,79.0
4187,64,82,95,241.0
4188,91,72,71,234.0
4189,73,81,34,188.0
4190,52,22,96,170.0
4191,18,82,29,129.0
4192,21,26,65,112.0
4193,0,62,67,129.0
4194,83,31,86,200.0
4195,84,26,95,205.0
4196,95,83,14,192.0
4197,89,29,41,159.0
4198,93,41,51,185.0
4199,25,73,23,121.0
4200,23,93,27,143.0
4201,23,79,41,143.0
4202,16,46,34,96.0
4203,12,99,73,184.0
4204,77,87,7,171.0
4205,21,39,46,106.0
4206,3,35,0,38.0
4207,30,67,2,99.0
4208,47,74,11,132.0
4209,23,65,76,164.0
4210,14,83,47,144.0
4211,97,20,4,121.0
4212,95,28,0,123.0
4213,17,69,31,117.0
4214,48,68,53,169.0
4215,38,27,48,113.0
4216,74,70,34,178.0
4217,53,47,86,186.0
4218,8,71,30,109.0
4219,17,43,43,103.0
4220,0,80,42,122.0
4221,11,80,42,133.0
4222,91,92,2,185.0
4223,22,92,25,139.0
4224,55,10,63,128.0
4225,27,27,53,107.0
4226,30,97,51,178.0
4227,87,36,80,203.0
4228,78,42,45,165.0
4229,21,23,64,108.0
4230,40,25,14,79.0
4231,93,44,14,151.0
4232,8,60,12,80.0
4233,86,1,45,132.0
4234,52,25,79,156.0
4235,47,18,95,160.0
4236,29,65,28,122.0
4237,72,46,47,165.0
4238,9,84,64,157.0
4239,11,92,30,133.0
4240,81,14,21,116.0
4241,20,43,6,69.0
4242,85,87,67,239.0
4243,34,55,76,165.0
4244,57,50,11,118.0
4245,3,97,15,115.0
4246,30,6,34,70.0
4247,43,30,57,130.0
4248,7,72,16,95.0
4249,68,20,33,121.0
4250,31,47,8,86.0
4251,33,93,34,160.0
4252,63,16,82,161.0
4253,87,30,7,124.0
4254,87,46,47,180.0
4255,61,66,84,211.0
4256,48,48,74,170.0
4257,14,97,13,124.0
4258,48,53,19,120.0
4259,51,81,4,136.0
4260,34,52,77,163.0
4261,83,30,37,150.0
4262,35,89,21,145.0
4263,4,50,50,104.0
4264,79,27,38,144.0
4265,79,94,53,226.0
4266,83,22,51,156.0
4267,20,75,26,121.0
4268,73,46,47,166.0
4269,43,51,5,99.0
4270,37,51,50,138.0
4271,96,99,11,206.0
4272,9,64,37,110.0
4273,52,80,53,185.0
4274,8,47,14,69.0
4275,18,81,90,189.0
4276,83,17,31,131.0
4277,33,64,49,146.0
4278,0,2,5,7.0
4279,97,65,83,245.0
4280,9,7,89,105.0
4281,19,0,17,36.0
4282,22,6,98,126.0
4283,84,99,59,242.0
4284,6,59,44,109.0
4285,25,84,32,141.0
4286,75,22,36,133.0
4287,52,12,30,94.0
4288,57,93,65,215.0
4289,28,14,48,90.0
4290,76,47,59,182.0
4291,96,12,14,122.0
4292,94,79,72,245.0
4293,87,82,93,262.0
4294,36,29,68,133.0
4295,45,61,51,157.0
4296,62,73,97,232.0
4297,38,98,6,142.0
4298,83,56,93,232.0
4299,71,72,83,226.0
4300,53,68,40,161.0
4301,99,74,10,183.0
4302,71,52,51,174.0
4303,10,63,82,155.0
4304,31,56,33,120.0
4305,99,65,5,169.0
4306,66,20,31,117.0
4307,11,90,9,110.0
4308,31,21,48,100.0
4309,89,93,22,204.0
4310,94,33,30,157.0
4311,63,26,44,133.0
4312,37,97,76,210.0
4313,54,18,41,113.0
4314,49,99,67,215.0
4315,43,25,43,111.0
4316,7,39,7,53.0
4317,40,69,48,157.0
4318,2,97,7,106.0
4319,0,33,65,98.0
4320,48,52,45,145.0
4321,86,16,88,190.0
4322,44,59,8,111.0
4323,58,80,37,175.0
4324,32,52,25,109.0
4325,99,29,14,142.0
4326,45,20,37,102.0
4327,12,7,17,36.0
4328,72,58,44,174.0
4329,77,95,40,212.0
4330,71,89,65,225.0
4331,84,36,40,160.0
4332,5,47,95,147.0
4333,53,12,16,81.0
4334,17,30,75,122.0
4335,99,71,12,182.0
4336,61,50,88,199.0
4337,65,75,9,149.0
4338,31,51,14,96.0
4339,56,20,92,168.0
4340,3,49,81,133.0
4341,3,96,61,160.0
4342,71,68,20,159.0
4343,64,4,40,108.0
4344,16,60,59,135.0
4345,75,43,42,160.0
4346,51,20,18,89.0
4347,94,47,80,221.0
4348,47,79,49,175.0
4349,38,46,48,132.0
4350,37,64,74,175.0
4351,98,13,64,175.0
4352,23,16,4,43.0
4353,69,77,30,176.0
4354,61,12,40,113.0
4355,80,19,18,117.0
4356,14,91,14,119.0
4357,77,69,17,163.0
4358,97,4,59,160.0
4359,17,11,66,94.0
4360,97,10,13,120.0
4361,63,72,95,230.0
4362,21,49,50,120.0
4363,83,14,38,135.0
4364,78,7,39,124.0
4365,86,77,88,251.0
4366,58,16,75,149.0
4367,57,84,66,207.0
4368,11,26,97,134.0
4369,14,54,75,143.0
4370,28,69,9,106.0
4371,43,6,45,94.0
4372,14,67,19,100.0
4373,26,36,86,148.0
4374,54,91,50,195.0
4375,27,38,87,152.0
4376,60,44,33,137.0
4377,30,10,46,86.0
4378,83,9,66,158.0
4379,58,49,76,183.0
4380,73,27,53,153.0
4381,81,86,83,250.0
4382,29,14,35,78.0
4383,64,89,86,239.0
4384,55,76,49,180.0
4385,47,85,41,173.0
4386,83,30,42,155.0
4387,15,19,94,128.0
4388,11,48,16,75.0
4389,7,99,57,163.0
4390,95,44,48,187.0
4391,40,78,29,147.0
4392,17,86,38,141.0
4393,26,90,80,196.0
4394,69,72,54,195.0
4395,29,18,42,89.0
4396,48,81,86,215.0
4397,22,15,79,116.0
4398,62,15,30,107.0
4399,95,66,32,193.0
4400,82,10,76,168.0
4401,61,32,25,118.0
4402,53,97,66,216.0
4403,20,81,20,121.0
4404,83,22,68,173.0
4405,23,62,91,176.0
4406,25,31,60,116.0
4407,45,76,5,126.0
4408,11,85,66,162.0
4409,97,53,97,247.0
4410,98,62,54,214.0
4411,47,98,60,205.0
4412,32,13,27,72.0
4413,46,84,63,193.0
4414,64,44,9,117.0
4415,42,44,49,135.0
4416,68,9,66,143.0
4417,80,39,19,138.0
4418,31,63,86,180.0
4419,63,99,97,259.0
4420,98,79,22,199.0
4421,71,35,62,168.0
4422,63,87,1,151.0
4423,9,64,3,76.0
4424,23,30,60,113.0
4425,51,1,84,136.0
4426,26,71,14,111.0
4427,52,24,46,122.0
4428,60,11,21,92.0
4429,35,53,12,100.0
4430,18,78,40,136.0
4431,80,62,88,230.0
4432,24,62,50,136.0
4433,96,11,97,204.0
4434,27,53,40,120.0
4435,9,21,25,55.0
4436,28,2,37,67.0
4437,41,46,52,139.0
4438,67,19,81,167.0
4439,55,79,41,175.0
4440,8,53,16,77.0
4441,14,8,12,34.0
4442,2,97,62,161.0
4443,50,11,54,115.0
4444,49,94,46,189.0
4445,58,85,34,177.0
4446,66,38,30,134.0
4447,90,63,3,156.0
4448,2,4,35,41.0
4449,65,16,68,149.0
4450,45,71,5,121.0
4451,14,44,52,110.0
4452,75,53,68,196.0
4453,43,53,21,117.0
4454,94,60,91,245.0
4455,43,17,85,145.0
4456,75,66,15,156.0
4457,97,98,86,281.0
4458,43,31,67,141.0
4459,64,84,2,150.0
4460,74,63,48,185.0
4461,98,11,14,123.0
4462,27,40,46,113.0
4463,42,92,72,206.0
4464,40,97,69,206.0
4465,83,11,69,163.0
4466,77,73,16,166.0
4467,3,6,20,29.0
4468,60,83,59,202.0
4469,56,64,8,128.0
4470,50,25,26,101.0
4471,79,95,37,211.0
4472,5,9,66,80.0
4473,80,8,35,123.0
4474,80,59,19,158.0
4475,27,75,50,152.0
4476,55,2,22,79.0
4477,99,36,90,225.0
4478,89,63,21,173.0
4479,72,33,43,148.0
4480,61,30,4,95.0
4481,65,12,49,126.0
4482,81,87,5,173.0
4483,83,20,79,182.0
4484,27,89,41,157.0
4485,5,44,95,144.0
4486,95,73,67,235.0
4487,29,98,33,160.0
4488,63,6,21,90.0
4489,5,62,11,78.0
4490,88,55,88,231.0
4491,48,98,32,178.0
4492,64,89,70,223.0
4493,77,40,11,128.0
4494,21,41,30,92.0
4495,91,49,0,140.0
4496,22,87,80,189.0
4497,37,8,48,93.0
4498,90,37,8,135.0
4499,42,69,71,182.0
4500,11,22,80,113.0
4501,91,54,26,171.0
4502,11,92,32,135.0
4503,15,48,77,140.0
4504,24,15,20,59.0
4505,24,17,52,93.0
4506,19,78,53,150.0
4507,12,86,84,182.0
4508,28,45,59,132.0
4509,15,45,79,139.0
4510,79,6,92,177.0
4511,65,87,47,199.0
4512,86,85,69,240.0
4513,33,68,11,112.0
4514,72,3,32,107.0
